School_Name,School_Year,Reported_enrollment,Percent_complete_for_all_immunizations,Percent_conditional,Percent_out_of_compliance,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_complete_for_diphtheria_tetanus,Percent_complete_for_pertussis,Percent_complete_for_measles_mumps_rubella,Percent_complete_for_polio,Percent_complete_for_HepatitisB,Percent_complete_for_varicella,Number_complete_for_all_immunizations,Number_conditional,Number_out_of_compliance,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_incomplete_for_diphtheria_tetanus,Number_incomplete_for_pertussis,Number_incomplete_for_measles_mumps_rubella,Number_incomplete_for_polio,Number_incomplete_for_HepatitisB,Number_incomplete_for_varicella,Reported,School_District,Address,City,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade
NORTHWEST YESHIVA HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,MERCER ISLAND SCHOOL DISTRICT,5017 90TH AVE SE,MERCER ISLAND,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
NORTHWOOD ELEMENTARY,2014-15,51,94.1%,3.9%,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,96.1%,100.0%,98.0%,96.1%,98.0%,98.0%,48,2,1,0,0,0,0,0,2,0,1,2,1,1,Y,PUYALLUP SCHOOL DISTRICT,9805 24TH ST E,EDGEWOOD,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
NORTHWOOD MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,KENT SCHOOL DISTRICT,17007 SE 184TH ST,RENTON,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-8,N,N
NORTHWOOD MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,MEAD SCHOOL DISTRICT,13120 N PITTSBURG,SPOKANE,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,7-8,N,N
NOVA HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SEATTLE PUBLIC SCHOOLS,300 20 AVE E,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
NOVA SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OLYMPIA SCHOOL DISTRICT,2020 22ND AVE SE,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,6-8,N,Y
OAK GROVE ELEMENTARY SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CLOVER PARK SCHOOL DISTRICT,8805 STEILACOOM BLVD SW,LAKEWOOD,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-6,Y,Y
OAK HARBOR CHRISTIAN SCHOOL,2014-15,10,60.0%,20.0%,0.0%,20.0%,20.0%,20.0%,0.0%,0.0%,70.0%,70.0%,60.0%,70.0%,80.0%,60.0%,6,2,0,2,2,2,0,0,3,3,4,3,2,4,Y,OAK HARBOR SCHOOL DISTRICT,675 E WHIDBEY AVE,OAK HARBOR,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-8,Y,Y
OAK HARBOR ELEMENTARY,2014-15,116,98.3%,0.0%,0.9%,0.9%,0.9%,0.0%,0.0%,0.0%,98.3%,98.3%,98.3%,98.3%,100.0%,98.3%,114,0,1,1,1,0,0,0,2,2,2,2,0,2,Y,OAK HARBOR SCHOOL DISTRICT,151 SE MIDWAY BLVD.,OAK HARBOR,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N
OAK HARBOR HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OAK HARBOR SCHOOL DISTRICT,950 NW 2ND AVE.,OAK HARBOR,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
OAK HARBOR HOME CONNECTION,2014-15,25,52.0%,0.0%,16.0%,32.0%,12.0%,12.0%,8.0%,0.0%,64.0%,64.0%,56.0%,64.0%,68.0%,56.0%,13,0,4,8,3,3,2,0,9,9,11,9,8,11,Y,OAK HARBOR SCHOOL DISTRICT,600 CHEROKEE ST,OAK HARBOR,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-12,Y,Y
OAK HARBOR MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OAK HARBOR SCHOOL DISTRICT,150 SW SIXTH AVE.,OAK HARBOR,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,N,Y
OAK HEIGHTS ELEMENTARY,2014-15,77,92.2%,2.6%,0.0%,5.2%,1.3%,2.6%,0.0%,1.3%,94.8%,94.8%,94.8%,93.5%,96.1%,93.5%,71,2,0,4,1,2,0,1,4,4,4,5,3,5,Y,EDMONDS SCHOOL DISTRICT,15500 18TH AVE W,LYNNWOOD,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,Y,Y
OAKBROOK ELEMENTARY SCHOOL,2014-15,40,92.5%,0.0%,5.0%,2.5%,2.5%,0.0%,0.0%,0.0%,100.0%,100.0%,97.5%,100.0%,97.5%,97.5%,37,0,2,1,1,0,0,0,0,0,1,0,1,1,Y,CLOVER PARK SCHOOL DISTRICT,7802 83RD AVE SW,LAKEWOOD,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
OAKESDALE HIGH SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,OAKESDALE SCHOOL DISTRICT,P.O. BOX 228,OAKESDALE,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,7-12,N,N
OAKESDALE SCHOOL,2014-15,6,50.0%,16.7%,0.0%,33.3%,0.0%,16.7%,16.7%,0.0%,83.3%,83.3%,66.7%,83.3%,100.0%,66.7%,3,1,0,2,0,1,1,0,1,1,2,1,0,2,Y,OAKESDALE SCHOOL DISTRICT,P.O. BOX 228,OAKESDALE,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,K -6,Y,Y
OAKLAND BAY JUNIOR HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SHELTON SCHOOL DISTRICT,3301 SHELTON SPRINGS RD.,SHELTON,MASON,EDUCATIONAL SERVICE DISTRICT 113,8-9,N,N
OAKLAND HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,TACOMA SCHOOL DISTRICT,3319 S ADAMS ST,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,8-12,N,N
OAKRIDGE RANCH - MONTESSORI FARM SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,WEST VALLEY SCHOOL DISTRICT (YAKIMA),11002 ORCHARD AVE,YAKIMA,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,1-8,N,Y
OAKVIEW ELEMENTARY SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CENTRALIA SCHOOL DISTRICT,201 OAKVIEW AVENUE,CENTRALIA,LEWIS,EDUCATIONAL SERVICE DISTRICT 113,4-6,N,Y
OAKVILLE ELEMENTARY,2014-15,22,81.8%,0.0%,13.6%,4.5%,0.0%,4.5%,0.0%,0.0%,81.8%,81.8%,81.8%,81.8%,90.9%,81.8%,18,0,3,1,0,1,0,0,4,4,4,4,2,4,Y,OAKVILLE SCHOOL DISTRICT,PO BOX H,OAKVILLE,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,K -6,Y,Y
OAKVILLE HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OAKVILLE SCHOOL DISTRICT,PO BOX H,OAKVILLE,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,7-12,N,N
OAKWOOD ELEMENTARY SCHOOL,2014-15,68,91.2%,4.4%,0.0%,4.4%,1.5%,1.5%,1.5%,0.0%,91.2%,91.2%,95.6%,92.6%,94.1%,92.6%,62,3,0,3,1,1,1,0,6,6,3,5,4,5,Y,CLOVER PARK SCHOOL DISTRICT,3230 85TH ST SO,LAKEWOOD,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
OASIS K-12,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,ORCAS ISLAND SCHOOL DISTRICT,557 SCHOOL RD,EASTSOUND,SAN JUAN,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -12,Y,Y
OCEAN PARK ELEMENTARY,2014-15,27,85.2%,3.7%,3.7%,7.4%,0.0%,7.4%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,23,1,1,2,0,2,0,0,0,0,0,0,0,0,Y,OCEAN BEACH SCHOOL DISTRICT,25701 VERNON AVE,OCEAN PARK,PACIFIC,EDUCATIONAL SERVICE DISTRICT 112,K -6,Y,Y
OCEAN PROGRAM,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,PORT TOWNSEND SCHOOL DISTRICT,1637 GRANT STREET,PORT TOWNSEND,JEFFERSON,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K-12,Y,Y
OCEAN SHORES ELEMENTARY,2014-15,32,78.1%,0.0%,18.8%,3.1%,3.1%,0.0%,0.0%,0.0%,81.3%,81.3%,81.3%,81.3%,78.1%,81.3%,25,0,6,1,1,0,0,0,6,6,6,6,7,6,Y,NORTH BEACH SCHOOL DISTRICT,300 MT. OLYMPUS WAY,OCEAN SHORES,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,K -6,Y,Y
OCHOA MIDDLE SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,PASCO SCHOOL DISTRICT,1801 E SHEPPARD ST,PASCO,FRANKLIN,EDUCATIONAL SERVICE DISTRICT 123,6-8,N,Y
OCOSTA ELEMENTARY SCHOOL,2014-15,46,80.4%,0.0%,15.2%,4.3%,0.0%,2.2%,2.2%,0.0%,87.0%,87.0%,84.8%,87.0%,95.7%,82.6%,37,0,7,2,0,1,1,0,6,6,7,6,2,8,Y,OCOSTA SCHOOL DISTRICT,2580 MONTESANO STREET SOUTH,WESTPORT,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,PK-6,Y,Y
OCOSTA JUNIOR - SENIOR HIGH,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OCOSTA SCHOOL DISTRICT,2580 MONTESANO STREET SOUTH,WESTPORT,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,7-12,N,N
O'DEA HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SEATTLE PUBLIC SCHOOLS,802 TERRY AVE,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
ODESSA JR./SR. HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,ODESSA SCHOOL DISTRICT,P.O. BOX 248,ODESSA,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,7-12,N,N
ODLE MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,BELLEVUE SCHOOL DISTRICT,14401 NE 8TH STREET,BELLEVUE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y
ODYSSEY ELEMENTARY,2014-15,124,91.9%,0.0%,5.6%,2.4%,1.6%,0.8%,0.0%,0.0%,95.2%,100.0%,96.0%,94.4%,96.8%,94.4%,114,0,7,3,2,1,0,0,6,0,5,7,4,7,Y,MUKILTEO SCHOOL DISTRICT,13025 17TH AVE W,EVERETT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,Y,N
ODYSSEY MULTIAGE PROGRAM,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,BAINBRIDGE ISLAND SCHOOL DISTRICT,9530 NE HIGH SCHOOL RD,BAINBRIDGE ISLAND,KITSAP,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,1-8,N,Y
OFF CAMPUS,2014-15,9,44.4%,0.0%,44.4%,11.1%,0.0%,11.1%,0.0%,0.0%,44.4%,44.4%,55.6%,44.4%,77.8%,66.7%,4,0,4,1,0,1,0,0,5,5,4,5,2,3,Y,CENTRAL KITSAP SCHOOL DISTRICT,PO BOX 8,SILVERDALE,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -12,Y,Y
OKANOGAN ALTERNATIVE HIGH SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,OKANOGAN SCHOOL DISTRICT,PO BOX 592,OMAK,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,9-12,N,N
OKANOGAN HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OKANOGAN SCHOOL DISTRICT,PO BOX 592,OKANOGAN,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,9-12,N,N
OKANOGAN MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OKANOGAN SCHOOL DISTRICT,PO BOX 592,OKANOGAN,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,6-8,N,Y
OKANOGAN OUTREACH ALTERNATIVE SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,OKANOGAN SCHOOL DISTRICT,PO BOX 592,OKANOGAN,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,1-12,N,Y
OLALLA ELEMENTARY SCHOOL,2014-15,49,75.5%,6.1%,2.0%,16.3%,6.1%,10.2%,0.0%,0.0%,83.7%,83.7%,81.6%,83.7%,85.7%,77.6%,37,3,1,8,3,5,0,0,8,8,9,8,7,11,Y,SOUTH KITSAP SCHOOL DISTRICT,6100 SE DENNY BOND BLVD,PORT ORCHARD,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -6,Y,Y
OLIVIA PARK ELEMENTARY,2014-15,118,92.4%,0.0%,6.8%,0.8%,0.0%,0.8%,0.0%,0.0%,94.9%,100.0%,93.2%,94.9%,95.8%,92.4%,109,0,8,1,0,1,0,0,6,0,8,6,5,9,Y,MUKILTEO SCHOOL DISTRICT,200 108TH ST SW,EVERETT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,Y,N
OLYMPIA CHRISTIAN SCHOOL,2014-15,6,66.7%,16.7%,16.7%,0.0%,0.0%,0.0%,0.0%,0.0%,83.3%,83.3%,66.7%,83.3%,83.3%,66.7%,4,1,1,0,0,0,0,0,1,1,2,1,1,2,Y,OLYMPIA SCHOOL DISTRICT,1215 ETHEL ST NW,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K-8,Y,Y
OLYMPIA COMMUNITY SCHOOL,2014-15,14,50.0%,7.1%,0.0%,42.9%,0.0%,42.9%,0.0%,0.0%,78.6%,78.6%,71.4%,57.1%,50.0%,64.3%,7,1,0,6,0,6,0,0,3,3,4,6,7,5,Y,OLYMPIA SCHOOL DISTRICT,1601 NORTH ST SE,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K-5,Y,N
OLYMPIA HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OLYMPIA SCHOOL DISTRICT,1302 NORTH ST SE,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,9-12,N,N
OLYMPIA REGIONAL LEARNING ACADEMY,2014-15,22,22.7%,0.0%,63.6%,13.6%,4.5%,9.1%,0.0%,0.0%,45.5%,45.5%,36.4%,27.3%,50.0%,36.4%,5,0,14,3,1,2,0,0,12,12,14,16,11,14,Y,OLYMPIA SCHOOL DISTRICT,2001 26TH AVENUE NE,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K -12,Y,Y
OLYMPIA REGIONAL LEARNING ACADEMY B,2014-15,20,30.0%,10.0%,30.0%,30.0%,5.0%,25.0%,0.0%,0.0%,75.0%,75.0%,75.0%,50.0%,40.0%,60.0%,6,2,6,6,1,5,0,0,5,5,5,10,12,8,Y,OLYMPIA SCHOOL DISTRICT,2001 26TH AVENUE NE,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K-6,Y,Y
OLYMPIA WALDORF SCHOOL,2014-15,31,61.3%,3.2%,3.2%,32.3%,0.0%,25.8%,0.0%,6.5%,67.7%,67.7%,67.7%,64.5%,67.7%,80.6%,19,1,1,10,0,8,0,2,10,10,10,11,10,6,Y,TUMWATER SCHOOL DISTRICT,8126 NORMANDY ST SE,OLYMPIA,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,P-8,Y,Y
OLYMPIC CHRISTIAN SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,PORT ANGELES SCHOOL DISTRICT,43 O'BRIEN RD,PORT ANGELES,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,P-8,Y,Y
OLYMPIC ELEMENTARY,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CHEHALIS SCHOOL DISTRICT,2057 SW SALSBURY,CHEHALIS,LEWIS,EDUCATIONAL SERVICE DISTRICT 113,4-5,N,N
OLYMPIC ELEMENTARY SCHOOL,2014-15,78,92.3%,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,92.3%,92.3%,92.3%,92.3%,98.7%,92.3%,72,6,0,0,0,0,0,0,6,6,6,6,1,6,Y,LONGVIEW SCHOOL DISTRICT,1324 30TH AVENUE,LONGVIEW,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,K -5,Y,N
OLYMPIC HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CENTRAL KITSAP SCHOOL DISTRICT,7070 STAMPEDE BLVD NW,BREMERTON,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,10-12,N,N
OLYMPIC HILLS ELEMENTARY SCHOOL,2014-15,51,60.8%,0.0%,39.2%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,82.4%,64.7%,88.2%,82.4%,31,0,20,0,0,0,0,0,0,0,9,18,6,9,Y,SEATTLE PUBLIC SCHOOLS,13018 20 AV NE,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
OLYMPIC MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,AUBURN SCHOOL DISTRICT,1825 K ST SE,AUBURN,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y
OLYMPIC MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SHELTON SCHOOL DISTRICT,800 E K ST,SHELTON,MASON,EDUCATIONAL SERVICE DISTRICT 113,6-7,N,Y
OLYMPIC VIEW ELEM,2014-15,123,92.7%,1.6%,0.8%,4.9%,2.4%,2.4%,0.0%,0.0%,93.5%,93.5%,94.3%,94.3%,95.9%,94.3%,114,2,1,6,3,3,0,0,8,8,7,7,5,7,Y,OAK HARBOR SCHOOL DISTRICT,380 NE REGATTA DR.,OAK HARBOR,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,Y,N
OLYMPIC VIEW ELEMENTARY,2014-15,118,71.2%,2.5%,25.4%,0.8%,0.0%,0.8%,0.0%,0.0%,83.1%,83.1%,84.7%,81.4%,92.4%,83.1%,84,3,30,1,0,1,0,0,20,20,18,22,9,20,Y,NORTH THURSTON PUBLIC SCHOOLS,1330 HORNE AVE NE,LACEY,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K -6,Y,Y
OLYMPIC VIEW ELEMENTARY SCHOOL,2014-15,57,93.0%,0.0%,5.3%,1.8%,0.0%,1.8%,0.0%,0.0%,94.7%,94.7%,96.5%,96.5%,96.5%,94.7%,53,0,3,1,0,1,0,0,3,3,2,2,2,3,Y,FEDERAL WAY SCHOOL DISTRICT,2626 SW 327TH ST,FEDERAL WAY,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
OLYMPIC VIEW ELEMENTARY SCHOOL,2014-15,102,82.4%,0.0%,13.7%,3.9%,0.0%,3.9%,0.0%,0.0%,100.0%,100.0%,89.2%,87.3%,90.2%,86.3%,84,0,14,4,0,4,0,0,0,0,11,13,10,14,Y,SEATTLE PUBLIC SCHOOLS,504 NE 95 ST,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
OLYMPIC VIEW MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,MUKILTEO SCHOOL DISTRICT,2602 MUKILTEO SPEEDWAY,MUKILTEO,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,N,Y
OMAK ADVENTIST CHRISTIAN SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OMAK SCHOOL DISTRICT,425 W 2ND AVE,OMAK,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,1-8,N,Y
OMAK HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OMAK SCHOOL DISTRICT,P O BOX 833,OMAK,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,9-12,N,N
OMAK MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,OMAK SCHOOL DISTRICT,P O BOX 833,OMAK,OKANOGAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,6-8,N,Y
ON TRACK ACADEMY - SPOKANE,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SPOKANE SCHOOL DISTRICT,2724 E RICH AVE,SPOKANE,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,9-12,N,N
ONALASKA ELEMENTARY SCHOOL,2014-15,57,82.5%,5.3%,3.5%,8.8%,1.8%,7.0%,0.0%,0.0%,82.5%,82.5%,89.5%,87.7%,91.2%,87.7%,47,3,2,5,1,4,0,0,10,10,6,7,5,7,Y,ONALASKA SCHOOL DISTRICT,551 CARLISLE AVE,ONALASKA,LEWIS,EDUCATIONAL SERVICE DISTRICT 113,PK-5,Y,N
ONALASKA HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,ONALASKA SCHOOL DISTRICT,540 CARLISLE AVE,ONALASKA,LEWIS,EDUCATIONAL SERVICE DISTRICT 113,9-12,N,N
